movie_title,director_popularity,main_actor,secondary_actor,third_actor,duration,gen_Drama,gen_Comedy,gen_Thriller,gen_Action,gen_Romance,gen_Adventure,gen_Crime,gen_Fantasy,gen_Sci-Fi,gen_Horror,gen_Family,gen_Mystery,gen_Animation,gen_Biography,gen_Music,gen_Sport,gen_War,gen_Musical,gen_History,gen_Documentary,gen_Western,gen_Film-Noir,gen_Short,gen_News,gen_Reality-TV,gen_Game-Show,num_voted_users,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,crat_R,crat_PG-13,crat_PG,crat_,crat_G,crat_Not Rated,crat_Approved,crat_Unrated,crat_TV-14,crat_TV-PG,crat_X,crat_TV-MA,crat_Passed,crat_TV-G,crat_NC-17,crat_GP,crat_M,crat_TV-Y7,profit_ratio,imdb_score
Poultrygeist: Night of the Chicken Dead ,1,1,1,1,103,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5931,2,4,3,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.046,LET_64
Good Morning; Vietnam ,13,24,5,2,121,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,98348,2,52,11,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53249,GT_64
Disturbia ,5,4,6,6,105,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186982,3,2,2,25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00250855,GT_64
High School Musical 3: Senior Year ,5,4,2,5,112,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,43795,27,2,13,81,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.232400091,LET_64
Kung Fu Panda ,1,23,8,6,92,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307029,10,1,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656884777,GT_64
Insidious: Chapter 2 ,7,12,5,2,106,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109214,1,1,9,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7149662,GT_64
Risen ,4,1,2,1,107,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12276,2,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84373725,LET_64
The Pirates Who Don't Do Anything: A VeggieTales Movie ,2,1,1,2,85,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,4,26,14,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846792,LET_64
The Fifth Estate ,6,6,4,1,128,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29282,6,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1162204286,LET_64
Pirates of the Caribbean: Dead Man's Chest ,7,36,8,5,151,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522040,21,1,7,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.880145013,GT_64
Fool's Gold ,6,23,10,3,112,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59352,5,4,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0032028,LET_64
Jackass: The Movie ,4,3,3,4,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67992,1,5,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8535794,GT_64
The Spy Next Door ,5,6,7,2,94,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29971,8,35,6,29,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8667438571,LET_64
Shallow Hal ,10,4,14,2,114,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109445,3,126,1,142,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7709074,LET_64
American Psycho ,1,20,6,3,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357275,23,1,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.149631286,GT_64
Surf's Up ,1,21,19,8,85,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,54077,4,15,42,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58867694,GT_64
Northfork ,5,6,3,8,103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894,53,1,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7476726316,LET_64
Black Swan ,6,18,13,11,108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551363,1,3,13,49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.227102077,GT_64
Cradle 2 the Grave ,3,8,7,1,101,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34942,2,11,1,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153468467,LET_64
Fantasia 2000 ,3,1,1,1,74,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27543,1,4,7,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75634035,GT_64
Joy Ride ,4,17,1,1,97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53415,1,1,18,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9553557391,GT_64
Pale Rider ,20,14,9,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39451,9,3,4,2,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,GT_64
Man of Steel ,8,5,6,9,143,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548573,13,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293429178,GT_64
xXx ,11,16,1,1,132,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142569,7,4,1,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.017200229,LET_64
Bad Lieutenant: Port of Call New Orleans ,2,30,5,6,122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64944,48,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848978,GT_64
Open Water ,1,1,1,1,79,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42256,9,6,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.001764,LET_64
Bulworth ,3,4,1,1,108,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21998,11,2,6,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8841944667,GT_64
3 Strikes ,2,8,12,10,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,1,1,6,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.636889167,LET_64
Aliens vs. Predator: Requiem ,2,4,2,2,102,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92789,72,42,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04492665,LET_64
America's Sweethearts ,2,25,7,3,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47573,32,142,4,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.950159854,LET_64
Deconstructing Harry ,18,11,5,3,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35586,46,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52845355,GT_64
Million Dollar Baby ,20,14,39,3,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,482064,15,1,96,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3474262,GT_64
The Limey ,15,3,2,2,89,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24412,6,2,1,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3547891111,GT_64
The Score ,8,46,9,3,124,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101899,16,1,1,7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045145353,GT_64
Equilibrium ,2,20,5,2,107,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261317,1,7,1,7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595009,GT_64
The Island of Dr. Moreau ,3,9,3,1,99,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26051,1,1,42,18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69159955,LET_64
She's Out of My League ,1,7,3,5,104,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101730,13,1,2,2,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5792361,LET_64
Lights Out ,1,9,1,2,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13523,4,1,1,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53796245,GT_64
The Station Agent ,2,13,7,6,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58260,1,1,4,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.478752,GT_64
Paranormal Activity 3 ,3,2,2,2,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76828,1,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8015656,LET_64
Liar Liar ,7,5,4,2,86,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220392,23,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.031008444,GT_64
Austin Powers: The Spy Who Shagged Me ,7,3,3,6,95,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181225,1,1,1,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.224224909,GT_64
Pretty Woman ,8,25,9,4,125,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213476,3,1,29,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74330486,GT_64
This Is the End ,2,20,26,2,107,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310540,3,5,2,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.170943813,GT_64
Precious ,3,8,4,3,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86955,4,2,15,2,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7536959,GT_64
Impostor ,6,3,13,4,102,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19986,72,7,12,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152855925,LET_64
The Trials of Darryl Hunt ,1,1,1,1,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,771,6,125,6,13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005555,GT_64
Monkeybone ,2,13,5,5,93,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14280,4,14,96,3,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07212689333,LET_64
Casper ,3,8,1,5,100,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85903,1,1,28,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00656388,LET_64
The Scarlet Letter ,1,17,24,14,135,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12037,4,8,15,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,LET_64
Doctor Zhivago ,1,1,1,2,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55816,1,3,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15654545,GT_64
Airborne ,3,3,8,1,91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5061,1,81,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096255,LET_64
The Deep End of the Ocean ,1,11,8,2,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10413,27,53,4,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33441265,LET_64
Into the Woods ,5,36,22,15,125,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,101178,3,3,1,5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55994698,LET_64
The Revenant ,3,18,6,5,156,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,406020,1,2,3,49,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.360266089,GT_64
Kick-Ass 2 ,3,16,10,2,103,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202967,5,5,1,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026846964,GT_64
Fever Pitch ,10,4,2,2,104,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36223,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.402368967,LET_64
Trucker ,1,8,5,2,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792,17,9,34,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026083,GT_64
Taxi to the Dark Side ,1,1,3,1,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10564,9,1,2,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274661,GT_64
Home Fries ,4,13,9,3,91,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7159,27,10,17,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6962210667,LET_64
Welcome to Mooseport ,8,13,2,5,110,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667,10,2,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5565164615,LET_64
Rounders ,4,36,12,6,121,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121676,17,26,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908806167,GT_64
Hostage ,1,8,36,1,113,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93790,28,18,2,8,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6660854423,GT_64
Fort McCoy ,1,2,7,3,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,266,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02455933333,LET_64
The Lucky Ones ,5,16,2,2,115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11704,1,7,19,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01220586667,GT_64
The Fugitive ,4,28,7,7,130,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213668,34,14,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.178994545,GT_64
What's Your Number? ,1,9,6,9,117,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58957,2,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6993741,LET_64
The Brothers ,1,6,5,5,106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,28,2,126,52,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.576234833,LET_64
Meet the Fockers ,7,46,8,8,106,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211296,4,3,1,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.489594688,LET_64
The Lizzie McGuire Movie ,1,1,1,5,94,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27580,42,1,39,1,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.510154706,LET_64
The Princess Diaries 2: Royal Engagement ,8,22,3,9,113,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53687,2,14,24,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378735875,LET_64
Vanilla Sky ,7,26,6,3,141,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206776,96,27,142,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.479630265,GT_64
Amistad ,24,22,39,23,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56509,5,4,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227094278,GT_64
House of D ,1,24,11,9,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7479,15,1,14,1,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06184683333,GT_64
Frozen ,1,8,2,1,102,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,421658,24,1,9,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.671577333,GT_64
Hurricane Streets ,2,4,4,5,86,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,17,6,47,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668082,GT_64
Random Hearts ,4,28,6,12,133,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17025,96,3,93,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4852331875,LET_64
The Quiet ,2,4,2,4,91,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13485,2,96,8,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42354,LET_64
Deuces Wild ,1,6,26,8,96,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,17,1,17,3,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6044618,LET_64
Escape Plan ,4,25,5,2,115,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177653,9,42,5,47,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50242582,GT_64
The Grand Budapest Hotel ,7,31,18,7,99,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475518,4,29,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36295092,GT_64
The Muppet Christmas Carol ,1,2,1,2,89,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,33850,38,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.273458917,GT_64
Æon Flux ,2,22,4,1,93,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110614,1,7,4,49,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4170643065,LET_64
I Love You; Man ,3,31,16,1,105,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166194,3,126,2,2,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78367525,GT_64
The Game Plan ,6,21,4,3,110,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44021,28,3,5,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.119862864,LET_64
The Ant Bully ,2,30,22,25,88,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30055,4,3,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56266318,LET_64
Play It to the Bone ,4,5,6,1,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10100,2,52,9,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3511335,LET_64
The Da Vinci Code ,12,27,1,4,174,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314253,2,3,1,1,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.740289104,GT_64
Dinosaur ,1,14,4,2,82,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38438,6,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080376965,GT_64
Jonah Hex ,2,7,1,1,81,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45729,2,96,3,27,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2242428511,LET_64
Jersey Boys ,20,1,1,1,134,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,25465,19,2,1,39,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1758568,GT_64
Kill the Messenger ,2,9,2,2,112,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32382,24,35,12,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4891292,GT_64
American Outlaws ,4,3,6,2,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12077,2,1,10,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3789996,LET_64
Legion ,2,21,2,8,100,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80870,7,8,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.544926154,LET_64
The Mighty Ducks ,8,3,2,7,100,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44502,27,1,40,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0752337,LET_64
Paranormal Activity: The Marked Ones ,1,1,1,2,101,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31791,21,26,5,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.490669,LET_64
For Love of the Game ,11,31,11,1,137,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26034,19,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7033679,GT_64
Apocalypto ,3,2,1,1,139,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236000,1,2,1,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271497225,GT_64
Insomnia ,8,21,5,3,118,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218771,45,1,125,16,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462243087,GT_64
Flight of the Phoenix ,3,21,9,4,113,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45815,26,21,37,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4668706667,LET_64
Bernie ,10,23,1,1,99,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45396,19,3,40,13,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8406384,GT_64
The Blues Brothers ,5,3,1,1,148,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,142448,19,14,47,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.007407407,GT_64
Julie & Julia ,2,22,8,3,123,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79264,12,1,22,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35313565,GT_64
